"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"182",4.53181648906262e-198,1.7939987446139,0.943,0.423,5.89136143578141e-196,"18","Hu.CD33"
"183",9.63752187614776e-188,1.44992231063237,0.997,0.685,1.25287784389921e-185,"18","Hu.CLEC12A"
"184",1.44753469639761e-163,1.4053966024543,0.957,0.536,1.8817951053169e-161,"18","Hu.CD86"
"185",2.37308885275419e-163,1.45949279981024,0.979,0.619,3.08501550858044e-161,"18","Hu.CD11c"
"186",5.88184135884734e-153,1.18582429995652,0.983,0.614,7.64639376650154e-151,"18","Hu.CD64"
"187",1.60553193500797e-139,1.14373813247227,0.99,0.636,2.08719151551036e-137,"18","Hu.CD14-M5E2"
"188",1.26736513540282e-136,1.11714430900848,0.991,0.761,1.64757467602367e-134,"18","Hu.HLA.DR"
"189",1.17509985063276e-131,1.07089544489617,0.991,0.64,1.52762980582258e-129,"18","Hu.CD39"
"190",7.27220066426168e-114,1.20038916633033,0.902,0.469,9.45386086354018e-112,"18","Hu.CD328"
"191",5.53899903072162e-197,0.952058595584673,1,0.996,7.2006987399381e-195,"19","Hu.CD47"
"192",7.73781856425044e-175,2.19290527801484,0.976,0.705,1.00591641335256e-172,"19","Hu.CD13"
"193",4.89663740626347e-170,2.03068845477593,0.949,0.717,6.36562862814251e-168,"19","Hu.CD49b"
"194",5.98125406869778e-142,0.868117159716163,1,0.96,7.77563028930711e-140,"19","Hu.CD224"
"195",1.58601526086801e-123,0.885821168598364,1,0.932,2.06181983912841e-121,"19","Hu.CD112"
"196",1.31059753633429e-115,0.872802488994814,0.991,0.942,1.70377679723457e-113,"19","Hu.CD26"
"197",8.96451799686038e-89,1.11279084631641,0.901,0.797,1.16538733959185e-86,"19","Hu.CD73"
"198",7.20279872917303e-85,1.708806664983,0.791,0.562,9.36363834792494e-83,"19","Hu.CD146"
"199",6.23261120843601e-84,0.742321061397208,1,0.955,8.10239457096681e-82,"19","HuMs.CD49f"
"200",2.88438067736606e-80,0.832806254769146,0.967,0.818,3.74969488057587e-78,"19","Hu.CD49a"
"201",3.14085721775739e-240,1.97926742211571,0.998,0.818,4.0831143830846e-238,"20","Hu.CD49a"
"202",1.65943097502109e-210,1.04745314758094,1,0.96,2.15726026752742e-208,"20","Hu.CD224"
"203",8.49892353255918e-151,0.875573368388416,0.979,0.996,1.10486005923269e-148,"20","Hu.CD47"
"204",6.26560949707617e-130,1.29457896636685,0.958,0.797,8.14529234619903e-128,"20","Hu.CD73"
"205",8.26146128131239e-73,0.590444027417892,0.984,0.932,1.07398996657061e-70,"20","Hu.CD112"
"206",3.51852942135371e-67,0.822279541235135,0.933,0.837,4.57408824775982e-65,"20","Hu.CD155"
"207",1.06419968234991e-58,0.534772018849507,0.982,0.942,1.38345958705488e-56,"20","Hu.CD26"
"208",6.16993509547263e-29,1.30614683821311,0.67,0.563,8.02091562411442e-27,"20","Hu.CD146"
"209",2.22033214171216e-19,0.53805866480887,0.968,0.931,2.88643178422581e-17,"20","Hu.CD81"
"210",1.62436931943635e-14,0.509122522729714,0.848,0.795,2.11168011526725e-12,"20","Hu.CD32"
"211",1.08305068686867e-178,3.67749709866658,0.996,0.562,1.40796589292927e-176,"21","Hu.CD146"
"212",5.02543300857557e-152,2.30262125343947,1,0.818,6.53306291114824e-150,"21","Hu.CD49a"
"213",2.91484522771761e-121,1.11567769660593,1,0.968,3.78929879603289e-119,"21","Hu.CD29"
"214",1.5999087078513e-102,1.07345758497174,0.989,0.837,2.07988132020669e-100,"21","Hu.CD155"
"215",2.11857136335037e-99,1.00269049046072,1,0.902,2.75414277235549e-97,"21","Hu.CD141"
"216",1.84650358814005e-58,1.83554082742989,0.88,0.566,2.40045466458207e-56,"21","Hu.CD36"
"217",7.76376113835433e-51,0.76712880640451,0.966,0.787,1.00928894798606e-48,"21","Hu.LOX.1"
"218",1.50245151108303e-43,0.78185827901205,0.929,0.736,1.95318696440794e-41,"21","Hu.CD303"
"219",9.55065154869671e-39,0.86184973886272,0.857,0.537,1.24158470133057e-36,"21","Hu.TCR.Vd2"
"220",1.29753509430954e-37,1.13389008890805,0.981,0.642,1.6867956226024e-35,"21","Hu.CD39"
"221",2.62362942425054e-38,0.877111656083282,0.914,0.83,3.41071825152571e-36,"22","Hu.CD69"
"222",1.03835742049056e-35,0.714991975549946,0.973,0.878,1.34986464663773e-33,"22","Hu.CD335"
"223",2.97262947681603e-31,0.869348916474072,0.949,0.837,3.86441831986084e-29,"22","Hu.CD71"
"224",4.67565531046739e-28,0.702404347790363,0.988,0.939,6.07835190360761e-26,"22","Hu.CD226-11A8"
"225",1.16835943560727e-26,1.93471302011423,0.844,0.718,1.51886726628945e-24,"22","Hu.CD49b"
"226",1.14461380157597e-19,1.55456384291393,0.773,0.637,1.48799794204876e-17,"22","Hu.CD42b"
"227",1.37216290482974e-13,2.04383884108125,0.848,0.758,1.78381177627866e-11,"22","Hu.CD41"
"228",2.25648997509672e-13,1.29812604387185,0.707,0.567,2.93343696762574e-11,"22","Hu.CD36"
"229",6.67356514352288e-13,0.819458564402546,0.723,0.593,8.67563468657974e-11,"22","Hu.CD194"
"230",4.67982968629076e-09,0.949213478785018,0.73,0.604,6.08377859217799e-07,"22","Hu.CD62P"
"231",2.31342610680815e-130,2.66883449060619,1,0.811,3.0074539388506e-128,"23","Hu.CD123"
"232",2.16367762050481e-91,1.63628370788497,0.985,0.837,2.81278090665625e-89,"23","Hu.CD71"
"233",2.092501308196e-81,1.52829990755781,0.985,0.736,2.72025170065481e-79,"23","Hu.CD303"
"234",1.86199158351745e-77,1.06606037423811,0.985,0.902,2.42058905857269e-75,"23","Hu.CD141"
"235",3.29985353610852e-73,1.57394636611051,0.97,0.763,4.28980959694107e-71,"23","Hu.HLA.DR"
"236",6.79881309907377e-57,1.5033655134132,0.936,0.566,8.83845702879591e-55,"23","Hu.CD36"
"237",6.94770060087089e-52,1.20800264368146,0.98,0.836,9.03201078113215e-50,"23","Hu.CD54"
"238",1.14055735195567e-38,0.995666190262953,0.99,0.821,1.48272455754237e-36,"23","Hu.CD31"
"239",1.71023173932591e-37,1.01605283572583,0.906,0.759,2.22330126112368e-35,"23","Hu.FceRIa"
"240",8.5736425894989e-31,1.2942192681048,0.793,0.535,1.11457353663486e-28,"23","Hu.CD22"
"241",4.32939049562442e-89,1.63484861909668,1,0.927,5.62820764431175e-87,"24","Hu.CD38-HIT2"
"242",1.82000725706688e-77,1.98616785998723,0.95,0.643,2.36600943418694e-75,"24","Hu.CD39"
"243",9.76426240330631e-76,1.66630692553578,0.99,0.837,1.26935411242982e-73,"24","Hu.CD71"
"244",2.04431343398959e-53,2.45926667996227,0.829,0.569,2.65760746418646e-51,"24","Hu.CD19"
"245",3.19498904819624e-44,1.01656936851931,0.985,0.916,4.15348576265511e-42,"24","Hu.CD49d"
"246",3.78289382687875e-38,1.02389820152942,0.965,0.795,4.91776197494238e-36,"24","Hu.CD32"
"247",2.02392818601019e-37,1.30795320289031,0.93,0.836,2.63110664181324e-35,"24","Hu.CD54"
"248",2.65223568775451e-37,1.38282933966194,0.894,0.767,3.44790639408087e-35,"24","Hu.CD40"
"249",4.29461503229163e-22,1.29965605299958,0.678,0.455,5.58299954197912e-20,"24","Hu.CD21"
"250",2.00777332752236e-19,1.01861004904265,0.769,0.54,2.61010532577906e-17,"24","Hu.CD86"
