"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"230",1.17435905525717e-25,0.61258214368734,0.718,0.651,1.52666677183432e-23,"22","Hu.CD22"
"231",3.93430902825754e-265,1.50116459947343,0.96,0.666,5.1146017367348e-263,"23","Hu.CD36"
"232",2.83821609929229e-196,0.732692903889332,0.999,0.981,3.68968092907998e-194,"23","Hu.CD49a"
"233",1.15947028898562e-193,0.663773648775132,0.98,0.974,1.5073113756813e-191,"23","Hu.CD71"
"234",2.7337920984869e-151,0.559587424576971,0.961,0.964,3.55392972803296e-149,"23","Hu.HLA.DR"
"235",2.01419580955688e-148,0.626315893316704,0.974,0.947,2.61845455242394e-146,"23","Hu.CD32"
"236",4.08597704430785e-133,0.645970446850346,0.947,0.87,5.3117701576002e-131,"23","Hu.CD40"
"237",1.11621334053631e-120,0.744410248154436,0.991,0.912,1.45107734269721e-118,"23","Hu.CD146"
"238",2.91900562421915e-108,0.903381532885241,0.888,0.779,3.79470731148489e-106,"23","Hu.CD196"
"239",1.97052502887306e-106,0.920553212147452,0.884,0.669,2.56168253753497e-104,"23","Hu.CD11c"
"240",2.19216964622576e-101,0.630062737480643,0.955,0.831,2.84982054009349e-99,"23","Hu.CD31"
"241",1.53683525580811e-229,0.934932962022431,0.991,0.974,1.99788583255054e-227,"24","Hu.CD71"
"242",6.05598677158011e-197,0.715752307691868,0.999,0.992,7.87278280305414e-195,"24","Hu.CD95"
"243",5.63057772880749e-195,1.10347943494479,0.996,0.991,7.31975104744974e-193,"24","Hu.CD26"
"244",3.75702190386579e-186,1.24269728821294,0.974,0.94,4.88412847502553e-184,"24","Hu.CD73"
"245",2.17496990125045e-175,1.14861565661507,0.981,0.913,2.82746087162558e-173,"24","Hu.CD146"
"246",9.32437381329889e-173,0.813250876505532,0.997,0.995,1.21216859572886e-170,"24","HuMs.CD49f"
"247",6.8970282719146e-101,0.463945276062309,0.978,0.97,8.96613675348899e-99,"24","Hu.CD155"
"248",7.92251815149526e-75,0.591189288582447,0.925,0.914,1.02992735969438e-72,"24","Hu.CD49b"
"249",1.90409541278582e-72,0.380779439691901,0.993,0.995,2.47532403662156e-70,"24","Hu.CD29"
"250",2.56257615054669e-60,0.5611542297351,0.977,0.957,3.33134899571069e-58,"24","Hu.CD54"
"251",1.87492101125745e-250,1.40027554346631,1,0.94,2.43739731463469e-248,"25","Hu.CD73"
